Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Reactome_2022__GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706,0.6288467082526519,1.9795034212096918,0.0,0.0036281833457438026,0.041,21/54,8.64%,RPS21;RPS7;RPL36AL;RPS27A;RPL32;RPS14;RPLP1;RPS24;RPS23;RPL26;RPL30;RPL8;RPL5;RPS13;RPS16;FAU;RPL23;RPS12;RPS15;RPS15A;RPL7A
prerank,Reactome_2022__Cap-dependent Translation Initiation R-HSA-72737,0.6288467082526519,1.9795034212096918,0.0,0.0036281833457438026,0.041,21/54,8.64%,RPS21;RPS7;RPL36AL;RPS27A;RPL32;RPS14;RPLP1;RPS24;RPS23;RPL26;RPL30;RPL8;RPL5;RPS13;RPS16;FAU;RPL23;RPS12;RPS15;RPS15A;RPL7A
prerank,Reactome_2022__HDR Thru Homologous Recombination (HRR) Or Single Strand Annealing (SSA) R-HSA-5693567,0.7476774400529796,1.9740790711256426,0.0,0.0036449804908629865,0.041,12/20,18.46%,RPS27A;BRIP1;RAD51C;DNA2;TOPBP1;MRE11;ERCC4;RBBP8;H2BC5;RNF8;POLE2;ERCC1
prerank,Reactome_2022__Influenza Infection R-HSA-168255,0.5883462294953207,1.973396147257069,0.0,0.0035766042334586306,0.041,25/70,8.64%,RPS21;RPS7;RPL36AL;RPS27A;RPL32;POLR2B;RPS14;RPLP1;RPS24;RPS23;RPL26;RPL30;RPL8;RPL5;RPS13;RPS16;NUP210;FAU;RPL23;NUP107;RPS12;RPS15;RPS15A;RAN;RPL7A
prerank,GO_Biological_Process_2021__translation (GO:0006412),0.5866866826272021,1.9508330963573643,0.0,0.005921817043979082,0.068,22/66,9.28%,RPS21;RPS7;RPS27A;RPL32;RPS14;RPLP1;RPS24;RPS23;RPL26;RPL30;RPL8;RPL5;RPS13;RPS16;MRPL42;RPL23;RPL10;RPS12;RPS15;RPS15A;RPL7A;RWDD1
prerank,Reactome_2022__SARS-CoV-2 Infection R-HSA-9694516,0.5928562737377548,1.9481438329802838,0.0,0.006070008327641219,0.071,20/70,8.16%,GPC5;RPS21;RPS7;GPC6;RPS27A;RPS14;RPS24;RPS23;YWHAH;RPS13;NRP1;RPS16;NUP210;SEC24A;FAU;GEMIN5;NUP107;RPS12;RPS15;RPS15A
prerank,GO_Biological_Process_2021__cellular protein metabolic process (GO:0044267),0.5379403711213403,1.9204131576956478,0.0,0.008485668867617537,0.108,34/108,12.58%,RPS21;RPS7;RPS27A;RPL32;RPS14;RPLP1;RPS24;RPS23;RPL26;RPL30;RPL8;RPL5;RPS13;PHKA2;CALU;ST8SIA4;CDH2;RPS16;PLOD2;FSTL1;MRPL42;RPL23;LGMN;RPL10;RPS12;RPS15;RPS15A;RPL7A;SPCS3;UBA3;HSP90B1;FDX1;CHRDL1;UBL5
prerank,Reactome_2022__SARS-CoV-2-host Interactions R-HSA-9705683,0.6005653367188938,1.906665292400531,0.0,0.009569832948983904,0.128,17/56,8.16%,RPS21;RPS7;RPS27A;RPS14;RPS24;RPS23;YWHAH;RPS13;RPS16;NUP210;SEC24A;FAU;GEMIN5;NUP107;RPS12;RPS15;RPS15A
prerank,"Reactome_2022__Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695",0.6574696347835922,1.8543401477060124,0.0022988505747126436,0.01717077917646954,0.259,12/32,8.16%,RPS21;RPS7;RPS27A;RPS14;RPS24;RPS23;RPS13;RPS16;FAU;RPS12;RPS15;RPS15A
prerank,Reactome_2022__Translation Initiation Complex Formation R-HSA-72649,0.6574696347835922,1.8543401477060124,0.0022988505747126436,0.01717077917646954,0.259,12/32,8.16%,RPS21;RPS7;RPS27A;RPS14;RPS24;RPS23;RPS13;RPS16;FAU;RPS12;RPS15;RPS15A
prerank,"Reactome_2022__mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662",0.6574696347835922,1.8543401477060124,0.0022988505747126436,0.01717077917646954,0.259,12/32,8.16%,RPS21;RPS7;RPS27A;RPS14;RPS24;RPS23;RPS13;RPS16;FAU;RPS12;RPS15;RPS15A
prerank,Reactome_2022__Ribosomal Scanning And Start Codon Recognition R-HSA-72702,0.6574696347835922,1.8543401477060124,0.0022988505747126436,0.01717077917646954,0.259,12/32,8.16%,RPS21;RPS7;RPS27A;RPS14;RPS24;RPS23;RPS13;RPS16;FAU;RPS12;RPS15;RPS15A
prerank,Reactome_2022__HDR Thru Homologous Recombination (HRR) R-HSA-5685942,0.7520878831564759,1.8490406525710918,0.0021929824561403508,0.01791908776460534,0.28,7/15,12.42%,RPS27A;BRIP1;RAD51C;DNA2;TOPBP1;MRE11;RBBP8
prerank,GO_Biological_Process_2021__negative regulation of transcription by RNA polymerase II (GO:0000122),0.5037119925975746,1.829482953780362,0.0,0.02302432859344682,0.352,33/124,9.00%,CUX1;CUX2;HDAC9;RPS27A;RPS14;NFIB;ZFPM2;GLIS3;PER3;EDNRB;ID2;ZNF451;CRY1;RARB;IRF2BPL;USP2;ZHX2;MEIS2;FOXP2;JDP2;ZNF684;ZNF566;RPL23;SDCBP;CGGBP1;RPL10;SIRT1;CTBP2;HDAC3;PPID;ZNF439;PER1;SMAD3
prerank,Reactome_2022__Regulation Of TP53 Activity R-HSA-5633007,0.6147440306926393,1.8286511791712736,0.0021645021645021645,0.022753514579326523,0.355,12/34,12.42%,PDZD2;RPS27A;USP2;MAPKAPK5;BRIP1;DNA2;PRKAB2;TOPBP1;HIPK2;HIPK1;MRE11;RBBP8
prerank,KEGG_2021_Human__Viral carcinogenesis,0.6308110018098364,1.8271725571992172,0.0,0.022525593721312003,0.358,14/35,14.88%,HDAC9;KAT2B;YWHAH;GTF2B;MAPK3;POLB;GTF2H3;RHOA;GSN;HDAC3;TRAF5;KRAS;STAT3;H2BC5
prerank,GO_Biological_Process_2021__defense response to bacterium (GO:0042742),0.7254331067543032,1.8215585553030802,0.00211864406779661,0.023756518810013838,0.378,2/17,1.30%,CHGA;RPL30
prerank,Reactome_2022__Metabolism Of Amino Acids And Derivatives R-HSA-71291,0.5144589251900961,1.819142521877239,0.0,0.02416692232239857,0.385,40/101,16.12%,RPS21;RPS7;RPL36AL;RPS27A;RPL32;RPS14;RPLP1;CHGA;RPS24;RPS23;RPL26;RPL30;RPL8;RPL5;RPS13;PSMB1;RPS16;FAU;MRI1;ALDH7A1;RPL23;HNMT;KYAT3;RPS12;RPS15;RPS15A;SOAT1;RPL7A;GSR;CHDH;FTCD;DHTKD1;PSTK;APIP;TXNRD1;PSMB2;RPS4X;CARNMT1;DLST;RPL10A
prerank,Reactome_2022__Processing Of DNA Double-Strand Break Ends R-HSA-5693607,0.7323646763342085,1.8102622045495842,0.0044444444444444444,0.02681664218277769,0.423,8/16,17.84%,RPS27A;BRIP1;DNA2;TOPBP1;MRE11;RBBP8;H2BC5;RNF8
prerank,KEGG_2021_Human__Olfactory transduction,-0.6927018703335158,-1.808141829269451,0.0019267822736030828,1.0,0.634,7/26,9.72%,PRKG1;PDE1A;GNAL;CAMK2D;PDE1C;PRKG2;GNG7
prerank,Reactome_2022__G2/M DNA Damage Checkpoint R-HSA-69473,0.7361775809566901,1.8060238883506086,0.004319654427645789,0.027799617971129953,0.442,8/15,17.84%,YWHAH;BRIP1;DNA2;TOPBP1;MRE11;RBBP8;H2BC5;RNF8
prerank,Reactome_2022__Circadian Clock R-HSA-400253,0.7292381210202558,1.7918627961610465,0.0,0.03207582831959429,0.494,7/16,10.48%,RPS27A;CRY1;PPARGC1A;SIRT1;HDAC3;PER1;LIN9
prerank,GO_Biological_Process_2021__cholesterol homeostasis (GO:0042632),0.690040410041961,1.791501084169657,0.002277904328018223,0.03094895523011137,0.494,6/19,8.62%,HDAC9;TTC39B;CYP7B1;DISP3;SIRT1;SOAT1
prerank,GO_Biological_Process_2021__sterol homeostasis (GO:0055092),0.690040410041961,1.791501084169657,0.002277904328018223,0.03094895523011137,0.494,6/19,8.62%,HDAC9;TTC39B;CYP7B1;DISP3;SIRT1;SOAT1
prerank,Reactome_2022__Metabolism Of RNA R-HSA-8953854,0.4727540027533203,1.790325302974461,0.0,0.030862799771691637,0.5,54/153,16.24%,RPS21;RPS7;RPL36AL;RPS27A;RPL32;POLR2B;RPS14;SF3B3;RPLP1;RPS24;RPS23;RPL26;RPL30;RPL8;RPL5;RPS13;PSMB1;RBMX;RPS16;PHAX;C1D;NUP210;CPSF2;FAU;GEMIN5;GTF2H3;SRSF10;RPL23;TRMT13;MPHOSPH6;PAIP1;NUP107;RPS12;RPS15;RPS15A;RAN;RPL7A;SRSF3;LIN9;FAM98B;WDR75;GCFC2;HNRNPR;RTCB;PSMB2;CNOT7;HNRNPH2;ANP32A;RPS4X;NUP155;POLR2I;RPL10A;DNAJC8;TRMT61B
prerank,Reactome_2022__SARS-CoV Infections R-HSA-9679506,0.5235773729988341,1.7897593416420678,0.0,0.03041983718300468,0.502,20/88,8.16%,GPC5;RPS21;RPS7;GPC6;RPS27A;RPS14;RPS24;RPS23;YWHAH;RPS13;NRP1;RPS16;NUP210;SEC24A;FAU;GEMIN5;NUP107;RPS12;RPS15;RPS15A
prerank,GO_Biological_Process_2021__regulation of synapse assembly (GO:0051963),-0.7682889449572103,-1.7894521322464063,0.0074487895716946,0.8668568793139838,0.703,6/15,0.88%,PTPRD;ROBO2;GRID2;CLSTN2;IL1RAPL2;SLIT1
prerank,KEGG_2021_Human__Inflammatory mediator regulation of TRP channels,-0.7454294832196611,-1.7832379291538105,0.012962962962962963,0.6195533390136563,0.728,10/15,17.24%,CAMK2D;ITPR2;ASIC2;ADCY8;PRKCH;HRH1;HTR2C;PRKCQ;PRKCG;CALM3
prerank,Reactome_2022__Translation R-HSA-72766,0.5178133359251358,1.7806498077223831,0.0,0.03302257649903922,0.535,23/82,8.64%,RPS21;RPS7;RPL36AL;RPS27A;RPL32;RPS14;RPLP1;RPS24;RPS23;RPL26;RPL30;RPL8;RPL5;RPS13;RPS16;MRPL48;FAU;MRPL42;RPL23;RPS12;RPS15;RPS15A;RPL7A
prerank,Reactome_2022__Cellular Responses To Stress R-HSA-2262752,0.4698656617560952,1.7801164842716082,0.0,0.03253207077559347,0.537,57/174,15.12%,FKBP5;RPS21;RPS7;RPL36AL;RPS27A;RPL32;RPS14;RPLP1;NR3C2;RPS24;RPS23;RPL26;RPL30;RPL8;RPL5;RPS13;PSMB1;ATP6V0E1;PPARGC1A;HSPH1;RPS16;MIOS;MAPKAPK5;DNAJB6;H2AZ2;NUP210;MAPK3;HIKESHI;FAU;CASTOR2;MINK1;BRIP1;ANAPC1;RPL23;SIRT1;EDEM1;NUP107;RPS12;HDAC3;RPS15;RPS15A;RPL7A;GSR;EXTL1;LIN9;HSP90B1;MRE11;H3-3B;H2AZ1;STAT3;TXNRD1;PSMB2;GML;SIN3A;H2BC5;RPS4X;NUP155
prerank,Reactome_2022__Cellular Responses To Stimuli R-HSA-8953897,0.4684199693405955,1.7797012797773695,0.0,0.03210749732302367,0.54,57/176,15.12%,FKBP5;RPS21;RPS7;RPL36AL;RPS27A;RPL32;RPS14;RPLP1;NR3C2;RPS24;RPS23;RPL26;RPL30;RPL8;RPL5;RPS13;PSMB1;ATP6V0E1;PPARGC1A;HSPH1;RPS16;MIOS;MAPKAPK5;DNAJB6;H2AZ2;NUP210;MAPK3;HIKESHI;FAU;CASTOR2;MINK1;BRIP1;ANAPC1;RPL23;SIRT1;EDEM1;NUP107;RPS12;HDAC3;RPS15;RPS15A;RPL7A;GSR;EXTL1;LIN9;HSP90B1;MRE11;H3-3B;H2AZ1;STAT3;TXNRD1;PSMB2;GML;SIN3A;H2BC5;RPS4X;NUP155
prerank,GO_Biological_Process_2021__ribosome biogenesis (GO:0042254),0.5450515882057141,1.7792990795211983,0.002364066193853428,0.03176938661001762,0.542,22/58,10.78%,RPS7;RPL32;RPS14;RPLP1;RPS24;RPL26;RPL30;RPL8;RPL5;RPS16;C1D;DHX29;RPL23;RPL10;MPHOSPH6;RPS15;RAN;RPL7A;RRP12;HEATR3;HELQ;WDR75
prerank,GO_Biological_Process_2021__rRNA metabolic process (GO:0016072),0.5656975336619611,1.7784163339504664,0.0,0.03160748215805644,0.546,19/50,10.78%,RPS7;RPL32;RPS14;RPLP1;RPS24;RPL26;RPL30;RPL8;RPL5;RPS16;C1D;RPL23;RPL10;MPHOSPH6;RPS15;RPL7A;RRP12;HELQ;WDR75
prerank,GO_Biological_Process_2021__rRNA processing (GO:0006364),0.5433411849425545,1.7668704404975915,0.0023148148148148147,0.03596380750984814,0.592,20/57,10.78%,RPS7;RPL32;RPS14;RPLP1;RPS24;RPL26;RPL30;RPL8;RPL5;RPS16;C1D;RPL23;NSA2;RPL10;MPHOSPH6;RPS15;RPL7A;RRP12;HELQ;WDR75
prerank,GO_Biological_Process_2021__regulation of neuron differentiation (GO:0045664),0.688043163616356,1.7661082821400031,0.002150537634408602,0.035692923713805856,0.594,9/19,14.22%,YWHAH;ID2;TIAM1;CNTN4;DISP3;BRINP3;RHOA;NREP;SIN3A
prerank,GO_Biological_Process_2021__regulation of fat cell differentiation (GO:0045598),0.7135423983517375,1.7609572724901323,0.0043859649122807015,0.037200077390620104,0.61,8/16,11.46%,ZFPM2;ID2;CREBL2;CCDC85B;FOXO1;SIRT1;SMAD3;PTPRQ
prerank,Reactome_2022__Protein-protein Interactions At Synapses R-HSA-6794362,-0.7092772416669009,-1.750805381790777,0.00945179584120983,0.6557990103731034,0.818,8/17,9.80%,PTPRD;IL1RAPL2;SYT2;LIN7C;SYT12;SYT10;BEGAIN;HOMER1
prerank,GO_Biological_Process_2021__ncRNA processing (GO:0034470),0.5302544531607291,1.746282176359463,0.0,0.0439932339214665,0.676,21/61,10.78%,RPS7;RPL32;RPS14;RPLP1;RPS24;RPL26;RPL30;RPL8;RPL5;RPS16;C1D;RPL23;INTS9;RPL10;MPHOSPH6;RPS15;RPL7A;SMAD3;RRP12;HELQ;WDR75
prerank,GO_Biological_Process_2021__regulation of signal transduction by p53 class mediator (GO:1901796),0.5928864332849418,1.745994086866346,0.004484304932735426,0.0435011064534541,0.677,14/33,12.42%,RPL5;USP2;MAPKAPK5;RPA1;BRIP1;RPL23;DNA2;RPS15;PRKAB2;TOPBP1;HIPK2;HIPK1;MRE11;RBBP8
prerank,GO_Biological_Process_2021__gene expression (GO:0010467),0.5022209132841474,1.74532129593408,0.0,0.043045483892096226,0.679,26/93,8.64%,RPS21;RPS7;RPS27A;RPL32;POLR2B;RPS14;RPLP1;RPS24;RPS23;RPL26;RPL30;RPL8;RPL5;RPS13;CREBL2;RPS16;NUP210;CPSF2;MRPL42;RPL23;RPL10;NUP107;RPS12;RPS15;RPS15A;RPL7A
prerank,GO_Biological_Process_2021__cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),-0.579873525058224,-1.734917454082534,0.005415162454873646,0.6205439039452189,0.858,12/51,5.32%,PTPRD;ROBO2;GRID2;LRRC4C;SDK1;CNTN6;TENM4;PTPRM;CDH13;CDHR3;DSCAML1;CDH4
prerank,Reactome_2022__Signaling By ROBO Receptors R-HSA-376176,0.5108038813470476,1.729601933672838,0.0,0.051439984416507954,0.752,25/77,8.64%,RPS21;RPS7;RPL36AL;RPS27A;RPL32;RPS14;RPLP1;RPS24;RPS23;RPL26;RPL30;RPL8;DCC;RPL5;RPS13;PSMB1;NRP1;RPS16;FAU;RHOA;RPL23;RPS12;RPS15;RPS15A;RPL7A
prerank,GO_Biological_Process_2021__positive regulation of intracellular protein transport (GO:0090316),0.6626508515082243,1.7277264526347689,0.018218623481781375,0.051936438436973105,0.758,12/19,19.88%,YWHAH;TOMM7;PPP3CC;HDAC3;RAN;SMAD3;FIS1;UBL5;TFDP1;BID;SAR1B;CD81
